DATE,Time,Location,Operator,Route,AC Type,Aboard,Fatalities,Summary,url
31-Oct-15,830,"Near Ilaga, Indonesia",Trigana Air Service,Timik - Ilaga,de Havilland DCH-4T Caribou,4   (passengers:0  crew:4),4   (passengers:0  crew:4),"The cargo plane carrying construction materials, hit the slope of a mountain in Iiaga Pass, 12 km south of Ilaga airport and disintegrated upon impact.",https://www.planecrashinfo.com/2015/2015-14.htm
31-Oct-15,613,"Near Hasna, Egypt",Metrojet,Sharem el Sheikh - St. Petersburg,Airbus A321-231,224   (passengers:217  crew:7),224   (passengers:217  crew:7),"Approximate 25 minutes after taking off from Sharem el Sheikh airport, radar contact was lost with the airliner. Wreckage was found near Hasna in the north Sinai. The aircraft was flying at about 30,000 feet when contact with the plane was lost. The aircraft was brought down by a homemade explosive device in the left rear cargo hold. The improvised device was equivalent to 2.2 lbs of TNT.",https://www.planecrashinfo.com/2015/2015-15.htm
4-Nov-15,900,"Juba, South Sudan",Allied Services Limited ,Juba - Paloich,Antonov 12BK,43   (passengers:38  crew:5),41   (passengers:37  crew:4),"The cargo plane had just taken off from Juba Airport when it had difficulty gaining altitude and crashed into a hill about half a mile east of Runway 13. South Sudan Authorities reported the aircraft was unable to climb because it was overload, and the captain reported to ATC prior to departure he was carrying 12 passengers.",https://www.planecrashinfo.com/2015/2015-16.htm
21-Nov-15,1155,"  Fox Glacier, South Valley, New Zealand",Alpine Adventures,Sightseeing,Aerospatiale AS 350B2 Ecureuil,7   (passengers:6  crew:1),7   (passengers:6  crew:1),"The sightseeing helicopter crashed into a crevasse on Fox Glacier. The wreckage site was 2, 500 feet up the valley with debris scattered across hundreds of feet.",https://www.planecrashinfo.com/2015/2015-17.htm
24-Nov-15,1015,"Near Igarka, Russia",Turuhan Avia,Igarka - Krasnyi Selkub,Mil MI-8T,26   (passengers:22  crew:4),15   (passengers:13  crew:2),"Contact with the helicopter, which was heading to an oil pumping station, was lost 15 minutes after taking off. One of the pilots and a mechanic were among the crew members killed.",https://www.planecrashinfo.com/2015/2015-18.htm
8-Jan-16,20,"Akkajaure Lake, Norrbotten, Sweden",West Air Sweden,Oslo - Tromsø,Canadair CRJ-200,2   (passengers:0  crew:2),2   (passengers:0  crew:2),"While en route, the crew of the cargo plan sent a unintelligible mayday message. The plane went into a near vertical dive and disintegrated on impact with the ground. The PC ,while flying at night, one Inertial Reference Unit failed and suddenly the instruments for the pilot flying showed the plane pitching steeply up, which he tried to correct.  Due to the plane's unusual attitude, the instruments went into a ""declutter"" mode, which among other things removed the indication that the two pilots' instruments were conflicting.",https://www.planecrashinfo.com/2016/2016-1.htm
2-Feb-16,?," Near Mogadishu, Somalia",Daallo Airlines,Mogadishu - Djibouti,Airbus A321-111,72   (passengers:72  crew:?),1   (passengers:1  crew:?),Shortly after leaving Mogadishu Airport a loud bang was heard in the cabin. There was a loss of pressurization and the plane made an emergency landing back at the airport. A large hole was observed in the side of the fuselage. A bomb containing TNT was detonated in the cabin. The bomber was sucked out of the plane and killed.,https://www.planecrashinfo.com/2016/2016-2.htm
24-Feb-16,815,"Dana, Nepal",Tara Air, Pokhara - Jomsom,de Havilland DHC-6 Twin Otter 400,23   (passengers:20  crew:3),23   (passengers:20  crew:3),"The plane crashed in the mountainous northern region of Nepal half-way through a 20 minute flight to Jomsom. The plane was relatively new. There was wind and dense fog at the time of the accident. It was determined that the crew deviated from the prescribed route to the left while descending to Jomsom due to the presence of clouds in the area. In doing so, the aircraft descended to 10,000 feet in clouds while flying under visual flight rules (VFR). When the GPWS warning sounded, the crew failed to react immediately and the aircraft hit a cliff at the altitude of 10,700 feet before coming to rest at the altitude of 10,982 feet.",https://www.planecrashinfo.com/2016/2016-3.htm
26-Feb-16,?,"250 miles northwest of Kathmandu, Nepal",Kasthamandap Airlines,Nepalganj - Jumla,PAC 750XL,11   (passengers:9  crew:2),2   (passengers:0  crew:2),The plane went into a steep descent and crashed onto a field in the mountains of the Kalikot district. The plane was reported to be trying to make an emergency landing. Both the pilot and copilot were killed and nine passengers were injured.,https://www.planecrashinfo.com/2016/2016-4.htm
9-Mar-16,905,"Cox's Bazar, Bangladesh",True Aviation Ltd.,Cox's Bazar - Jessore,Antonov AN-26 ,4   (passengers:0  crew:4),3   (passengers:0  crew:3),"The cargo plane, carrying shrimp, crashed less than 5 minutes after taking off from Cox's Bazar Airport. The pilot declaired an emergency and tried to return to the airport but crashed into the shallow waters of the Bay of Bengal just offshore. Failure to initiate a rejected take off during take off roll following the indication of engine failure;Failure to adhere to the company SOP following the detection of the engine failure during take off;",https://www.planecrashinfo.com/2016/2016-5.htm
15-Mar-16,1430,"Fatima Pastaza, Ecuador",Military - Ecuador Army,Training,IAI Attava 201 ,22   (passengers:19  crew:3),22   (passengers:19  crew:3),"The crew was conducting sky diving exercises when, an hour into the flight they radioed they were returning to base due to deuterating weather conditions. Shortly thereafter the plane went out of control and crashed in a wooded area. Nineteen passengers and the 3 pilots were killed.",https://www.planecrashinfo.com/2016/2016-6.htm
19-Mar-16,341,"	Rostov-on-Don, Russia",Flydubai,Dubai - Rostov,"	Boeing 737-8KN (WL)",62   (passengers:55  crew:7),62   (passengers:55  crew:7),"At 2237, at Rostov-on-Don, the crew aborted a landing attempt to Runway 22 due to poor weather conditions. The plane was instructed to enter a holding pattern at 15,000 feet where it remained for a little under two hours. During a second landing attempt, at 3.4 miles from the runway and an altitude of 1,500 feet the crew executed a second go around and climbed to 3,975 feet, after which, the plane went out of control in a nose down attitude and hit the runway at high rate of speed and disintegrated. The accident occurred during the second go around, due to an incorrect aircraft configuration and crew piloting, the subsequent loss of PICs situational awareness in nighttime in IMC. This resulted in a loss of control of the aircraft and its impact with the ground.",https://www.planecrashinfo.com/2016/2016-7.htm
29-Mar-16,1140,"Magdelen Islands, Quebec, Canada",Marquise Aviation Corp.,Montreal - Iles-de-la-Magdelen,Mitsubishi MU-2B 60 Marquise,7   (passengers:5  crew:2),7   (passengers:5  crew:2),"The plane crashed while on approach to Iles-de-la-Magdelen Airport in poor weather conditions. Former Canadian cabinet minister Jean Lapierre, his wife, 2 brothers and sister were among those killed. All five were on the way to a funeral for Lapierre's father. The pilot was flying the plane too fast and too high while on approach to land. The pilot's decision to continue an unstable approach.",https://www.planecrashinfo.com/2016/2016-8.htm
4-Apr-16,1530,"Near Pigeon Forge, Tennessee",Smoky Mountain Helicopters,Sightseeing,Bell 206L,5   (passengers:4  crew:1),5   (passengers:4  crew:1),The helicopter crashed in a wooded hillside while on a sightseeing flight..,https://www.planecrashinfo.com/2016/2016-9.htm
13-Apr-16,1420,"Kiunga, Papua New Guinea",Sunbird Aviation,Oksapmin - Kiungaraining,Britten-Norman Islander,12   (passengers:11  crew:1),12   (passengers:11  crew:1),"While on approach, the plane stalled and crased in a wooded area 1 km short of the runway. The accident took place in stormy weather.Three survived, but later died of their injuries. Possible engine failure. The aircrafts center of gravity was significantly aft of the aft limit. When landing flap was set, full nose-down elevator and elevator trim was likely to have had no effect in lowering the nose of the aircraft.",https://www.planecrashinfo.com/2016/2016-10.htm
29-Apr-16,1150,"Sorta, Norway","	CHC Helikopter Service",Gullfflex B - Bergen,"	Eurocopter EC225LP Super Puma M2+",13   (passengers:11  crew:2),13   (passengers:11  crew:2),The helicopter crashed on the rocky shores of Tuoy Island whle returning to Bergen from Oil platform Gullflex B. All 11 passengers and 2 pilots were killed. A video taken by an eyewitness shows the main rotor separating from the helicopter before it crashed.,https://www.planecrashinfo.com/2016/2016-11.htm
19-May-16,249,175 miles off the Egyptian coast,EgyptAir,Paris - Cairo,Airbus A320-232,66   (passengers:56  crew:10),66   (passengers:56  crew:10),"The plane was en route from Paris to Cairo, flying at an altitude of 38,000 ft. when it made a sharp 90 degree turn to the left, followed by a 360 degree turn to the right as it lost altitude. The aircraft crashed into the Mediterranean Sea approximately 175 miles off the Egyptian coast. Two days after the accident, it is confirmed that ACARS messages reported smoke on board, apparently in the lavatory and also in a technical compartment located under the cockpit.The most likely cause was that a fire broke out in the cockpit while the aircraft was flying at its cruise altitude and that the fire spread rapidly resulting in the loss of control of the aircraft.",https://www.planecrashinfo.com/2016/2016-12.htm
22-Jul-16,?,"Bay of Bengal, Indian Ocean",Indian Air Force,Chennai (Tambram AFB) - Port Blair,Antonov 32,29   (passengers:23  crew:6),29   (passengers:23  crew:6),"The aircraft was taking part in fire fighting in the region of Bayanday, when under unknown circumstances, it impact trees and crashed in a wooded area.",https://www.planecrashinfo.com/2016/2016-13.htm
30-Jul-16,742,"Near Lockhart, Texas",Heart of Texas Hot Air Balloon Rides,Sightseeing Fentress Airpark, Kubicek BB85Z Hot Air Balloon,16   (passengers:15  crew:1),16   (passengers:15  crew:1),The hot air balloon struck power lines and crashed in a field. The pilot was likely impaired by opioids and sedatives when he ignored weather warnings and flew the ride into a power line.,https://www.planecrashinfo.com/2016/2016-14.htm
5-Aug-16,1238,"Dubai, United Arab Emirates",Emirates,"Thiruvanthapuram, India - Dubai, UAE",Boeing 777-31H,300   (passengers:282  crew:18),0   (passengers:0  crew:0),"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire.",https://www.planecrashinfo.com/2016/2016-15.htm
